Pictures,WITHOUT BG (EDITED),WITHOUT BG (NON EDITED),CATEGORY ,CATEGORY NAME,MEN/WOMEN/UNISEX,BRAND,NAME,PRICE,LINK,,Azure DB Img Id
,,,clothing,Top,women,PicPok, Women Solid Round Neck Poly Cotton White T-Shirt,Rs 799,https://www.flipkart.com/picpok-solid-women-round-neck-white-t-shirt/p/itm867d8ca857594?pid=TSHGY9HYQRV8SZJA&lid=LSTTSHGY9HYQRV8SZJAW4RDLP&marketplace=FLIPKART&cmpid=content_t-shirt_8965229628_gmc,,
,,,clothing,Top,women,Cute Code,Red Bodycon Dress,Rs 999,https://streetstylestore.com/clothing/3-for-1199-clothes-181/red-bodycon-dress/99666,,
,,,clothing,Top,women,Style Quotient,Style Quotient Women Solid PolyCotton Regular Formal Shirt,"Rs 1,499",https://www.amazon.in/dp/B0BG5T3SBC?ref=cm_sw_r_cso_wa_apan_dp_P6AQB7F46HXTVVKME0E1&ref_=cm_sw_r_cso_wa_apan_dp_P6AQB7F46HXTVVKME0E1&social_share=cm_sw_r_cso_wa_apan_dp_P6AQB7F46HXTVVKME0E1&starsLeft=1,,
,,,clothing,Top,women,Emerald,Emerald Fusion Placket Sleeveless Top,"Rs 6,250",https://originate.in/products/emerald-fusion-placket-sleeveless-top,,
,,,clothing,Top,women,Lounge Dreams,Lounge Dreams Beige Solid Satin Shirt (Small),"Rs 2,499",https://www.amazon.in/dp/B0CVTMF4WQ?ref=cm_sw_r_cso_wa_apan_dp_H1J4QDJEASTSJJ7N60SN&ref_=cm_sw_r_cso_wa_apan_dp_H1J4QDJEASTSJJ7N60SN&social_share=cm_sw_r_cso_wa_apan_dp_H1J4QDJEASTSJJ7N60SN&starsLeft=1,,
,,,clothing,Top,women,FREEHAND,Women Slim Fit Denim Shirt Dress,"Rs 1,449",https://www.ajio.com/freehand-women-slim-fit-denim-shirt-dress/p/469520558_blue,,
,,,clothing,Top,women,SAM,Women Striped Loose Fit Shirt,"Rs 2,799",https://www.ajio.com/sam-women-striped-loose-fit-shirt/p/469560973_darkblue,,
,,,clothing,Top,women,Shah collation,Cotton Shirt,Rs 430,https://www.meesho.com/s/p/5bldyq?utm_source=s_w,,
,,,clothing,Top,women,Stylistico, Women Solid Round Neck Pure Cotton Black T-Shirt,"Rs1,599",https://www.flipkart.com/stylistico-solid-women-round-neck-black-t-shirt/p/itme7472d61edbb2?pid=TSHG9VT7NWVKGNCV&lid=LSTTSHG9VT7NWVKGNCVHA9T2E&marketplace=FLIPKART&cmpid=content_t-shirt_8965229628_gmc,,
,sold out,,clothing,Top,women,W,Women Regular Fit Printed Casual Shirt,"Rs 2,299",https://www.flipkart.com/w-women-printed-casual-gold-shirt/p/itm65ab592b2aab1?pid=SHTG3HRFHJMZGCGM&lid=LSTSHTG3HRFHJMZGCGM5YFS6A&marketplace=FLIPKART&cmpid=content_shirt_8965229628_gmc,,
,,,clothing,Top,women,Lounge Dreams,Lounge Dreams Royal Blue Solid Pure Cotton Shorts Co-ord Set ,"Rs 3,499",https://www.amazon.in/dp/B0D4VH1MKN?ref=cm_sw_r_cso_wa_apan_dp_4ZG3XGCJ9C33SAN67MWP&ref_=cm_sw_r_cso_wa_apan_dp_4ZG3XGCJ9C33SAN67MWP&social_share=cm_sw_r_cso_wa_apan_dp_4ZG3XGCJ9C33SAN67MWP&starsLeft=1,,
,,,clothing,Top,women,Boohoo,Women Oversized Pure Cotton Striped Casual Shirt,"Rs 2,549",https://www.myntra.com/topwear/boohoo/boohoo-women-oversized-pure-cotton-striped-casual-shirt/25069766/buy,,
,,,clothing,Top,women,rareism,Solid Spread Collar Cotton Women's Casual Wear Oversized Shirt,"Rs 2,999",https://www.shoppersstop.com/rareism-solid-spread-collar-cotton-women-s-casual-wear-oversized-shirt/p-S24RARSERGEY,,
,,,clothing,Top,women,OUTRYT,Women Shirt with Spread Collar,"Rs 1,299",https://www.ajio.com/outryt-women-shirt-with-spread-collar/p/443019414_yellow,,
,,,clothing,Top,women,Gazillion,Striped Mandarin Collar Boxy Top,"Rs 1,699",https://www.myntra.com/topwear/gazillion/gazillion-striped-mandarin-collar-boxy-top/24135114/buy,,
,,,clothing,Top,women,FUNDAY FASHION, Women Solid Casual Satin Regular Fit Shirt,"Rs 1,499",https://www.amazon.in/dp/B0BTX8WWB6?ref=cm_sw_r_cso_wa_apan_dp_H8GDCB3R4YYAGS6XK5M9&ref_=cm_sw_r_cso_wa_apan_dp_H8GDCB3R4YYAGS6XK5M9&social_share=cm_sw_r_cso_wa_apan_dp_H8GDCB3R4YYAGS6XK5M9&starsLeft=1,,
,,,Clothing,Shirt,Men,INVICTUS,Spread Collar Standard Slim Fit Cotton Opaque Printed Formal Shirt,Rs 2298,https://www.myntra.com/shirts/invictus/invictus-spread-collar-standard-slim-fit-cotton-opaque-printed-formal-shirt/27192720/buy,,
,,,Clothing,Shirt,Men,H&M,Slim Fit Linen shirt,Rs 2699,https://www.myntra.com/shirts/h26m/hm-slim-fit-linen-shirt/22590946/buy,,
,,,Clothing,Shirt,Men,MANGO,Slim Fit Casual Shirt,Rs 3690,https://www.myntra.com/shirts/mango+man/mango-man-slim-fit-casual-shirt/27351708/buy,,
,,,Clothing,Shirt,Men,WEBRIC,Men Regular Fit Solid Spread Collar Formal Shirt,"Rs 1,999",https://www.flipkart.com/webric-men-solid-formal-purple-shirt/p/itm8d64a2bae1b04?pid=SHTGWNHSE4SHRYKE&lid=LSTSHTGWNHSE4SHRYKEQ8H5FL&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fbk1&srno=b_1_27&otracker=pp_reco_You%2Bmight%2Bbe%2Binterested%2Bin_1_37.dealCard.OMU_cid%3AS_F_N_clo_ash_axc_mmk_bk1__d_50-100__NONE_ALL%3Bnid%3Aclo_ash_axc_mmk_bk1_%3Bet%3AS%3Beid%3Aclo_ash_axc_mmk_bk1_%3Bmp%3AF%3Bct%3Ad%3Bat%3ADEFAULT%3B&otracker1=pp_reco_PINNED_productRecommendation%2FAugmentSelling_You%2Bmight%2Bbe%2Binterested%2Bin_BANNER_HORIZONTAL_dealCard_cc_1_NA_view-all&fm=organic&iid=en_vf6Nt4Q93SMG1rO_4HHrGj90aiGvQBwGaumZso8hxpPbPb9plEE4cb68VFqOCOWzCdoeLBu543y_FfLgjYRvMA%3D%3D&ppt=None&ppn=None&ssid=9qm5kxowsg0000001717302549196,,
,,,Clothing,Shirt,Men,ALLEN SOLLY,Henley Neck Long Sleeves Pure Cotton T-shirt,"Rs 1,999",https://www.myntra.com/tshirts/allen+solly/allen-solly-henley-neck-long-sleeves-pure-cotton-t-shirt/26323736/buy,,
,,,Clothing,Skirt,women,QUECY,"QUECY® Women's Polyurethane Slim Fit Minimalist Solid Pencil Skirt (Black,L)","Rs 3,199",https://www.amazon.in/dp/B0B1LJYQCZ?ref=cm_sw_r_cso_wa_apan_dp_0J5D5FM84ZZYHTP3RRNV&ref_=cm_sw_r_cso_wa_apan_dp_0J5D5FM84ZZYHTP3RRNV&social_share=cm_sw_r_cso_wa_apan_dp_0J5D5FM84ZZYHTP3RRNV&starsLeft=1,,
,,,Clothing,Jogger,women,Solid Drawstring,Solid Drawstring Waist Sweatpants North Relaxed Fit Jogger Pants,"Rs 1,999",https://www.meesho.com/s/p/6txjg9?utm_source=s_w,,
,,,Clothing,Jogger,women,URB_N,Women Solid Cargo Joggers,"Rs 1,119",https://www.maxfashion.in/in/en/SHOP-Max-Black-URB-N-Women-Solid-Cargo-Joggers/p/1000013398580,,
,,,Clothing,Jogger,women,DOMIN8,Women Solid Olive Track Pants,"Rs 2,199",https://www.flipkart.com/domin8-solid-women-olive-track-pants/p/itma3508f8e8a280?pid=TKPGRDPVWFKCZEH9,,
,,,Clothing,Jogger,women,URB_N,Women Solid Athleisure Track Pants,Rs 599,https://www.maxfashion.in/in/en/SHOP-Max-Beige-Women-Solid-Athleisure-Track-Pants-For-Women/p/1000012918053,,
,,,Clothing,Tshirts & Shirts,Men,AMERICAN CREW,AMERICAN CREW Half Sleeves Polo Collar Sports T-Shirt for Men,"Rs 1,499",https://www.amazon.in/AMERICAN-CREW-Sleeves-Collar-T-Shirt/dp/B0859KJP4Z,,
,,,Clothing,Tshirts & Shirts,Men,T Base Henley,Henley Neck Long Sleeves Cotton T-shirt,"Rs 1,399",https://www.myntra.com/tshirts/t-base/t-base-henley-neck-long-sleeves-cotton-t-shirt/22278668/buy,,
,,,Clothing,Tshirts & Shirts,Men,HiFlyers,Polo Collar Short Sleeves Cotton T-shirt,Rs 999,https://www.myntra.com/tshirts/hiflyers/hiflyers-polo-collar-short-sleeves-cotton-t-shirt/22801396/buy,,
,,,Clothing,Tshirts & Shirts,Men,MAX,Max Men's Textured Slim Fit Polo T-Shirt,Rs 699,https://www.amazon.in/Max-Mens-Textured-Slim-T-Shirt/dp/B0BCK21FM1,,
,,,Clothing,Tshirts & Shirts,Men,IDENTITI,Men Grey Standard Slim Fit Casual Shirt,Rs 1499,https://www.myntra.com/shirts/identiti/identiti-men-grey-standard-slim-fit-casual-shirt/19677222/buy,,
,,,Clothing,Tshirts & Shirts,Men,ESSENTIALS,ESSENTIALS T-SHIRT 'CAPPUCCINO',"Rs 2,200",https://www.vegnonveg.com/products/essential-t-shirt-cappuccino,,
,,,Clothing,Tshirts & Shirts,Men,RAD PRIX STORE,Rad prix Men Beige Polyester Active Crew Neck T-Shirt,Rs 669,https://www.amazon.in/Rad-prix-Polyester-Casual-T-Shirt/dp/B0BQ3M33X3,,
,,,Clothing,Tshirts & Shirts,Men,BURTON,Men Embroidered Pique Polo Collar Pure Cotton T-shirt,Rs 3899,https://www.myntra.com/tshirts/burton/burton-men-embroidered-pique-polo-collar-pure-cotton-t-shirt/26077124/buy,,
,,,Clothing,Tshirts & Shirts,Men,GANT,Regular Fit Monogram Pocket Round Neck T-Shir,"Rs 10,999",https://www.myntra.com/tshirts/gant/gant-solid-polo-neck-regular-fit-t-shirt/27602908/buy,,
,,,Clothing,Trousers,women,PLERIZA,"women's Regular Fit Cotton Blend Trousers Casual (36, White)","Rs 1,199",https://www.amazon.in/dp/B0CGQ337ZN?ref=cm_sw_r_cso_wa_apan_dp_B33D4Y5W10EFPFEA4XT5&ref_=cm_sw_r_cso_wa_apan_dp_B33D4Y5W10EFPFEA4XT5&social_share=cm_sw_r_cso_wa_apan_dp_B33D4Y5W10EFPFEA4XT5&starsLeft=1,,
,,,Clothing,Trousers,women,Leggings Depot,"FXLD-Black-M Faux Leather High Waist Stretchy Leggings, Medium","Rs 5,419",https://www.amazon.in/dp/B07Z9Q698T?ref=cm_sw_r_cso_wa_apan_dp_QRK78S6C8JZKT9VJYPWB&ref_=cm_sw_r_cso_wa_apan_dp_QRK78S6C8JZKT9VJYPWB&social_share=cm_sw_r_cso_wa_apan_dp_QRK78S6C8JZKT9VJYPWB&starsLeft=1,,
,,,Clothing,Trousers,women,JSS ENTERPRISES,Womens/Girls Regular Fit Casual Cotton Lycra Solid Bootcut Pants (RED),Rs 312,https://www.meesho.com/s/p/546io4?utm_source=s_w,,
,,,Clothing,Trousers,women,SHOWOFF,Women White Flared Cotton Trousers,"Rs 2,720",https://www.myntra.com/bottomwear/showoff/showoff-women-white-flared-cotton--trousers/20310092/buy,,
,,,Clothing,Trousers,women,FIRST RESORT - RAMOLA BACHCHAN,Women Flared Flat-Front Trousers,"Rs 6,000",https://www.ajio.com/first-resort-ramola-bachchan-women-flared-flat-front-trousers/p/700155827_offwhite,,
,,,Clothing,Trousers,women,GETERA,Women Regular Fit Dark Green Cotton Blend Trousers,Rs 999,https://www.flipkart.com/getera-regular-fit-women-dark-green-trousers/p/itm08cc5c6e50aa7?pid=TROGS5NHHGZMMEZG&lid=LSTTROGS5NHHGZMMEZGAADW7C&marketplace=FLIPKART&cmpid=content_trouser_8965229628_gmc,,
,,,Clothing,Trousers,women,Next One,Women Smart Wide Leg Baggy Fit High-Rise Parallel Trouser,"Rs 2,999",https://www.myntra.com/bottomwear/next-one/next-one-women-smart-wide-leg-baggy-fit-high-rise-parallel-trouser/27470002/buy,,
,,,Clothing,Trousers,women,Starvouge,Inverted Jet Black Cargo Pants (6 Pockets),"Rs 1,699",https://starvogue.in/products/inverted-jet-black-cargo-pants-6-pockets?variant=43299083190430,,
,,,Clothing,Trousers,women,Sweet Dreams,Sweet Dreams Women Pyjama,Rs 999,https://www.amazon.in/dp/B0D4LJDQR7?ref=cm_sw_r_cso_wa_apan_dp_AT6ZKTJVD9YFTBAYTT91&ref_=cm_sw_r_cso_wa_apan_dp_AT6ZKTJVD9YFTBAYTT91&social_share=cm_sw_r_cso_wa_apan_dp_AT6ZKTJVD9YFTBAYTT91&starsLeft=1,,
,,,Clothing,Trousers,women,Tandul Leather,Tandul Leather Brown Women's/ Girls Trousers Midrise Button Closer Regular Fit Trousers For Womens Size - Large Gifts For Women,"Rs 1,199",https://www.amazon.in/dp/B0C4HDR49S?ref=cm_sw_r_cso_wa_apan_dp_F07WH62ZWJG73XYMDWB9&ref_=cm_sw_r_cso_wa_apan_dp_F07WH62ZWJG73XYMDWB9&social_share=cm_sw_r_cso_wa_apan_dp_F07WH62ZWJG73XYMDWB9&starsLeft=1,,
,,,ACCESSORIES ,WATCH,WOMEN ,JUST CAVALLI,JC1L249M0065 Analog Watch for Women,"Rs 22,250",https://luxury.tatacliq.com/just-cavalli-jc1l249m0065-analog-watch-for-women/p-mp000000020930086,,
,,,ACCESSORIES ,BRACELET ,WOMEN,Designs & You,Diamond-Studded Rose Gold-Plated Bracele,"Rs 2,659",https://www.ajio.com/designs--you-diamond-studded-rose-gold-plated-bracelet/p/466664081_rosegold,,
,,,ACCESSORIES ,BRACELET ,WOMEN,Glowzi,Rose-Gold-Plated Slip-On Bracelet,Rs 999,https://www.ajio.com/glowzi-rose-gold-plated-slip-on-bracelet/p/466414204_rosegold,,
,,,ACCESSORIES ,BELT,MEN,James Aston,Vincenzo Croc Dress Belt,"Rs. 5,299.00",https://jamesaston.in/products/vincenzo-croc-dress-belt-ii?variant=42053457281077,,
,,,ACCESSORIES ,SUNGLASSES,MEN,Vincent Chase Polarized,Gunmetal Full Rim Aviator,Rs 2000,https://www.lenskart.com/vincent-chase-vc-s16775-c1-sunglasses.html,,
,,,Clothing,Trousers,women,RSVP,RSVP by Nykaa Fashion Aqua Blue Straight Fit High Waist Pants (26),"Rs 4,459",https://www.nykaa.com/rsvp-by-nykaa-fashion-aqua-blue-straight-fit-high-waist-pants/p/10974129?skuId=10973879&se=0,,
,,,Clothing,Trousers,women,IUGA,Women Regular Fit Multicolor Viscose Rayon Trousers,"Rs 1,999",https://www.flipkart.com/iuga-regular-fit-women-multicolor-trousers/p/itm36a76d940bd3f?pid=TROGX9MGAYPMFKWF&lid=LSTTROGX9MGAYPMFKWFD9YD8X&marketplace=FLIPKART&cmpid=content_trouser_8965229628_gmc,,
,,,Clothing,Trousers,women,Natty India,"Women Regular Fit White, Black Crepe Trousers","Rs 1,299",https://www.flipkart.com/natty-india-regular-fit-women-white-black-trousers/p/itmenvjfrwu8jtys?pid=TROEB572HJHSFDMT&lid=LSTTROEB572HJHSFDMTO36SCB&marketplace=FLIPKART&cmpid=content_trouser_8965229628_gmc,,
,,,Clothing,Trousers,women,SASSAFRAS,Women Relaxed Green Polyester Trousers,"Rs 1,999",https://www.flipkart.com/sassafras-relaxed-women-green-trousers/p/itme02dba0b418b2?pid=TROGUES5E3SNGBFK&lid=LSTTROGUES5E3SNGBFKUCMITG&marketplace=FLIPKART&cmpid=content_trouser_8965229628_gmc,,
,,,Clothing,Trousers,women,MANGO,Women Satin Trousers,"Rs 5,790",https://www.myntra.com/bottomwear/mango/mango-women-satin-trousers/22203766/buy,,
,,,Clothing,Trousers,Men,ARROW,Arrow Men Tailored Formal Trouser,"Rs 2,499",https://www.amazon.in/Arrow-Men-Tailored-Formal-Trouser/dp/B0BV28DFV2,,
,,,Clothing,Trousers,Men,ARROW,Arrow Men Dark Grey Heathered Hudson Tailored Fit Formal Trousers,"Rs 2,499",https://www.amazon.in/Arrow-Heathered-Hudson-Tailored-Trousers/dp/B0BKLCT2HX?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A1WYWER0W24N8S,,
,,,Clothing,Trousers,Men,LOUIS PHILIPPE,MRiseid- Slim Fit Plain Cotton Formal Trousers,"Rs 3,599",https://www.myntra.com/trousers/louisphilippesport/louis-philippe-sport-mid-rise-slim-fit-plain-cotton-formal-trousers/23897074/buy,,
,,,Clothing,Trousers,Men,VAN HEUSEN,Men Slim Fit Brown Cotton Blend Trousers,"Rs 2,999",https://www.flipkart.com/van-heusen-slim-fit-men-brown-trousers/p/itm11bc5a367bacb?pid=TROGVAMUBAK2UVAH&lid=LSTTROGVAMUBAK2UVAHHZYMC1&marketplace=FLIPKART&cmpid=content_trouser_8965229628_gmc,,
,,,Clothing,Trousers,Men,SNITCH,Men Comfort Relaxed Fit Slash Knee Stretchable Jeans,"Rs 3,598",https://www.myntra.com/jeans/snitch/snitch-men-comfort-relaxed-fit-slash-knee-stretchable-jeans/30245061/buy,,
,,,Clothing,Trousers,Women,Indya,Indya IPL00486,"Rs 1,500",https://www.amazon.in/dp/B09FGYJLK1?ref=cm_sw_r_cso_wa_apan_dp_CDF1ZZSDPWGD7E2ZJXE3&ref_=cm_sw_r_cso_wa_apan_dp_CDF1ZZSDPWGD7E2ZJXE3&social_share=cm_sw_r_cso_wa_apan_dp_CDF1ZZSDPWGD7E2ZJXE3&starsLeft=1,,
,,,Clothing,Trousers,Women,Rays A,Women Slim Fit Yellow Cotton Blend Trousers,Rs 999,https://www.flipkart.com/rays-slim-fit-women-yellow-trousers/p/itm8f5d1dc0679a8?pid=TROGWF8Y3FNATNGW&lid=LSTTROGWF8Y3FNATNGWXBYKKP&marketplace=FLIPKART&cmpid=content_trouser_8965229628_gmc,,
,,,Clothing,Trousers,Women,Lulu & Sky,Pink Regular Wide Legged Pants,"Rs 7,150",https://www.luluandsky.com/pink-regular-wide-legged-pants.html,,
,,,Clothing,Trousers,Women,Belliskey,"Belliskey Green Denim Cargo Pants - Stylish, Durable, 6 Pockets, Button & Zip","Rs 3,599",https://www.amazon.in/dp/B0CT933BGD?ref=cm_sw_r_cso_wa_apan_dp_BX32G645K8C5SDQRYEYR&ref_=cm_sw_r_cso_wa_apan_dp_BX32G645K8C5SDQRYEYR&social_share=cm_sw_r_cso_wa_apan_dp_BX32G645K8C5SDQRYEYR&starsLeft=1,,
,,,Clothing,Trousers,Women,Q-Rious,Women Solid Grey Track Pants,"Rs 1,499",https://www.flipkart.com/q-rious-solid-women-grey-track-pants/p/itm6d3fc5502f1fb,,
,,,Clothing,Trousers,Women,Marie Claire,Women Rose Pink Pleated Trousers,"Rs 1,899",https://www.myntra.com/bottomwear/marie-claire/marie-claire-women-rose-pink-pleated-trousers/17586382/buy,,
,,,Clothing,Trousers,Women,superdown,Cory Flutter Shorts,"Rs 6,999",https://www.nykaafashion.com/superdown-cory-flutter-shorts/p/5118402?utm_source=PDPShareAndroid&utm_medium=PDPAndroid&utm_campaign=PDPreferralAndroid&utm_id=PDPShareBtnAndroid,,
,,,Clothing,Trousers,Women,Monokorm,Boomer Bloomers (Flared Shorts) - Solid,"Rs 5,800",https://monokrom.in/products/boomer-bloomers-flared-shorts-linen-satin-solid?variant=44528842801339,,
,,,Clothing,Trousers,Women,S&N Shantnu Nikhil,Olive Corbett Corseted Skirt,"₹8,500",https://luxury.tatacliq.com/sn-shantnu-nikhil-olive-corbett-corseted-skirt/p-mp000000022630779,,
,,,Clothing,Trousers,Women,Amiblvowa,Y2k Lounge Shorts for Women Cute Low Rise Micro Button Striped Pajamas Bottom Summer Loose Fit Plaid Boxers Shorts,"Rs 2,977",https://www.amazon.in/dp/B0CXXHC3Y2?ref=cm_sw_r_cso_wa_apan_dp_Y9B0256CKA920V28XDKZ&ref_=cm_sw_r_cso_wa_apan_dp_Y9B0256CKA920V28XDKZ&social_share=cm_sw_r_cso_wa_apan_dp_Y9B0256CKA920V28XDKZ&starsLeft=1,,
,,,Clothing,Jumpsuit,Women,Westo,Dazzling Jumpsuit,"Rs 6,800",https://westo.in/products/dazzling-black-jumpsuit-for-women,,
,,,Clothing,Jumpsuit,Women,superdown,Bella Lace Jumpsuit,"Rs 7,354",https://www.revolve.com/superdown-bella-lace-jumpsuit-in-black/dp/SPDW-WC166/?d=Womens,,
,,,Clothing,Jumpsuit,Women,BANDEAU,BANDEAU JUMPSUIT - Jumpsuit - black,"Rs 5,929",https://www.ubuy.co.in/productuk/IIIXLPW04-bandeau-jumpsuit-jumpsuit-black,,
,,,Clothing,Jumpsuit,Women,Zenday,Premium Straight Fit Stretchable Raven Black Comfortable Jumpsuit From Zenday Casual,Rs 568,https://www.meesho.com/s/p/5ax5lq?utm_source=s_w,,
,,,Clothing,Jumpsuit,Women,Lavish,Halter-neck waistcoat-pant set,"Rs 5,000",https://lavishapparels.in/products/halter-neck-waistcoat-pant-set,,
,,,Clothing,Jackets And Coats,Men,RED TAPE,Men Solid Casual Jacket,"Rs 8,599",https://www.flipkart.com/red-tape-full-sleeve-solid-men-jacket/p/itm2a38d80dc8893?pid=JCKGHB8A5WM2PBPZ&lid=LSTJCKGHB8A5WM2PBPZROY7VS&marketplace=FLIPKART&cmpid=content_jacket_8965229628_gmc,,
,,,Clothing,Shirts,Men,MANGO,Linen Cotton Striped Casual Shirt,Rs 4790,https://www.myntra.com/shirts/mangoman/mango-man-linen-cotton-striped-casual-shirt/30037892/buy,,
,,,Clothing,Shirts,Men,JACK & JONES,Men Regular Fit Solid Spread Collar Casual Shirt,"Rs 3,499",https://www.flipkart.com/jack-jones-men-solid-casual-white-shirt/p/itm01a18f3d730e1?pid=SHTGMGQ8FGAG4C8Q&lid=LSTSHTGMGQ8FGAG4C8Q4AWR5I&marketplace=FLIPKART&cmpid=content_shirt_8965229628_gmc,,
,,,Clothing,Shirts,Men,H&M,Regular Fit Poplin shirt,"Rs 1,999",https://www2.hm.com/en_in/productpage.1213653002.html,,
,,,Clothing,Shirts,Men,MANGO,Cotton Smart Casual Shirt,Rs 4790,https://www.myntra.com/shirts/mangoman/mango-man-cotton-smart-casual-shirt/28084218/buy,,
,,,Clothing,Tshirts,Men,3BROS,Men Solid Polo Neck Cotton Blend Pink T-Shirt,Rs 999,https://www.flipkart.com/3bros-self-design-men-polo-neck-pink-t-shirt/p/itm84edfc6a8687b?pid=TSHGT7BH8PAZUAUQ&lid=LSTTSHGT7BH8PAZUAUQQV7WWL&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_29&otracker=browse&fm=organic&iid=4f40f797-10d9-456f-af03-3e61432c84ee.TSHGT7BH8PAZUAUQ.SEARCH&ppt=None&ppn=None&ssid=aecbbc7uo00000001719601202939,,
,,,Clothing,Tshirts,Men,Lymio,Lymio T Shirt for Men || Men T-Shirt || || Men Polo T-Shirt || Men Pain T-Shirt (plainpolo),"Rs 3,999",https://www.amazon.in/Lymio-Shirt-T-Shirt-Polo-plainpolo/dp/B0CC66ZXP2,,
,,,Clothing,Tshirts,Men,DOMIN8,Half Raglan Sleeve T-shirt,"Rs 1,499",https://www.myntra.com/tshirts/domin8/domin8-half-raglan-sleeve-t-shirt/29514480/buy,,
,,,Clothing,Tshirts,Men,MAX,Polo Collar Casual T-shirt,Rs 399,https://www.myntra.com/tshirts/max/max-polo-collar-casual-t-shirt/28505534/buy,,
,,,Clothing,Trousers,Women,MIAKEE,Women 2-Piece Co-ord Set with Insert Pockets,"₹4,625",https://www.ajio.com/miakee-women-2-piece-co-ord-set-with-insert-pockets/p/700047132_white,,
,,,Clothing,Trousers,Women,Spykar,Spykar Womens Dungarees,"Rs 3,999",https://www.amazon.in/dp/B0D7Q7LWN7?s=apparel&ref=cm_sw_r_cso_wa_apan_dp_SY8EFQACW3KEXY4DP20Y&ref_=cm_sw_r_cso_wa_apan_dp_SY8EFQACW3KEXY4DP20Y&social_share=cm_sw_r_cso_wa_apan_dp_SY8EFQACW3KEXY4DP20Y&starsLeft=1&skipTwisterOG=1,,
,,,Clothing,Trousers,Women,FREAKINS,Women Wide-Leg Pleat-Front Korean Pants,"Rs 5,699",https://www.ajio.com/freakins-women-wide-leg-pleat-front-korean-pants/p/700252907_rust,,
,,,Clothing,Trousers,Women,DHARMENDER SINGH,Women Regular Fit Multicolor Viscose Rayon Trousers,"Rs 1,399",https://www.flipkart.com/dharmender-singh-regular-fit-women-multicolor-trousers/p/itm0aebb7e6b0c87,,
,,,Clothing,Trousers,Women,KOTTY,Women Regular Fit Pink Viscose Rayon Trousers,"Rs 1,999",https://www.flipkart.com/kotty-regular-fit-women-pink-trousers/p/itme6b23be8fec18?pid=TROGQJR6HDMYNGZD&lid=LSTTROGQJR6HDMYNGZD20REQU&marketplace=FLIPKART&store=clo%2Fcfv%2Fmn6&srno=b_1_2&otracker=pp_reco_You%2Bmight%2Bbe%2Binterested%2Bin_1_37.dealCard.OMU_cid%3AS_F_N_clo_cfv_mn6__d_50-100__NONE_ALL%3Bnid%3Aclo_cfv_mn6_%3Bet%3AS%3Beid%3Aclo_cfv_mn6_%3Bmp%3AF%3Bct%3Ad%3Bat%3ADEFAULT%3B&otracker1=pp_reco_PINNED_productRecommendation%2FAugmentSelling_You%2Bmight%2Bbe%2Binterested%2Bin_BANNER_HORIZONTAL_dealCard_cc_1_NA_view-all&fm=organic&iid=en_0-CVrbcY3wx4HbuQRNfRNxWb320tUvBsiDcvjOCcWw82s4emfBXcLUEotOpU9eV-ruhtGd1qfQ2znOTq8lE_fQ%3D%3D&ppt=None&ppn=None&ssid=aaxuyl0lcw0000001714627815074,,
,,,Clothing,Trousers,Women,kronmenien,Women Regular Fit Black Lycra Blend Trousers,Rs 699,https://www.flipkart.com/kronmenien-regular-fit-women-black-trousers/p/itmcbbc8bf1329da?pid=TROGUTXJHCFAHJGG&lid=LSTTROGUTXJHCFAHJGGC9UQ5K&marketplace=FLIPKART&cmpid=content_trouser_8965229628_gmc,,
,,,Clothing,Trousers,Women,MPitude,MPitude BCUX02 Polyester Petticoat (Small),Rs 699,https://www.flipkart.com/mpitude-bcux02-polyester-petticoat/p/itmcc18e77f1f436?pid=PIAGJ2PVEHJFTFFX&lid=LSTPIAGJ2PVEHJFTFFX0OUDXI&marketplace=FLIPKART&cmpid=content_petticoat_8965229628_gmc,,
,,,Clothing,skirt,Women,StyleCast x Revolte,Women Solid Pencil Midi Skirt,"Rs 1,749",https://www.myntra.com/bottomwear/stylecast-x-revolte/stylecast-x-revolte-women-solid-pencil-midi-skirt/30282421/buy,,
,,,Clothing,skirt,Women,Dream Beauty Fashion,Women Solid Pencil White Skirt,Rs 599,https://www.flipkart.com/dream-beauty-fashion-solid-women-pencil-white-skirt/p/itm7a1c431e8ee65,,
,,,Clothing,skirt,Women,Tommy Hilfiger,Mid Rise Izzie Mini Skirt,"Rs 5,999",https://tommyhilfiger.nnnow.com/tommy-hilfiger-mid-rise-izzie-mini-skirt-4S9N1D2AS4X,,
,,,Clothing,T Shirt,Women,U.S. POLO ASSN.,Brand Embroidered Pique Polo T-Shirt,"Rs 1,549",https://www.ajio.com/u-s-polo-assn--brand-embroidered-pique-polo-t-shirt/p/469526804_red,,
,,,Clothing,T Shirt,Women,Tommy Hilfiger,Solid Polo Collar Slim Fit T-shirt,"Rs 1,999",https://www.myntra.com/topwear/tommy-hilfiger/tommy-hilfiger-solid-polo-collar-slim-fit-t-shirt/26524762/buy,,
,,,Clothing,T Shirt,Women,cilory,Stripped Regular Casual Tee,Rs 399,https://www.cilory.com/women-tees/197090-stripped-regular-casual-tee.html,,
