Pictures,WITHOUT BG (EDITED),WITHOUT BG (NON EDITED),CATEGORY ,CATEGORY NAME,MEN/WOMEN/UNISEX,BRAND,NAME,PRICE,LINK,,Azure DB Img Id
,,,Clothing ,Dress,Women ,BloomChic,Solid Button Pocket Shirt Collar Belted Maxi Dress,"Rs 3,241.62",https://bloomchic.com/products/solid-button-pocket-shirt-collar-belted-maxi-dress,,
,,,Clothing ,Dress,Women ,SASSAFRAS ,Women Bodycon Black Dress,Rs 2299,https://dl.flipkart.com/s/Nl1JK1uuuN,,
,,,Clothing ,Skirt ,Women ,Sonica Sarna Design.,Ikat Red Polka Dot Skirt,₹3600.00,https://sonicasarna.com/shop/andhra-ikat/ikat-red-polka-dot-skirt-2/,,
,,,Clothing. ,Skirt ,Women ,NASHALYLY,NASHALYLY Women's Chiffon Elastic High Waist Pleated A-Line Flared Maxi Skirts.,Rs 2840,https://www.amazon.com/stores/NASHALYLY/%E4%B8%BB%E9%A1%B5/page/F73465BC-288F-458F-84D4-173D0799AFD3,,
,,,Clothing ,skirt .,women ,H&M Hennes & Mauritz,Broderie anglaise skirt,"Rs. 2,999.00",https://www2.hm.com/en_in/productpage.1157859002.html,,
,,,Clothing ,Skirt ,Women ,MisShow,Women's Chiffon High Waist Pleated Midi Skirt Swing A-line Summer Beach Flowy Skirts,"Rs 2,806.83",https://www.amazon.sa/-/en/Womens-Chiffon-Pleated-Summer-Skirts/dp/B0B5CPD24C,,
,,,Clothing ,Skirt ,Women ,Dolce & Gabbana,WOOL MID-LENGTH SKIRT.,"Rs 5,286.01",https://www.vestiairecollective.com/women-clothing/skirts/dolce-gabbana/anthracite-wool-dolce-gabbana-skirt-41245583.shtml,,
,,,Clothing ,Skirt ,Women ,worth the weight Vintage ,Vintage Red & White Checked Pleated Skirt,"Rs 2,615.85",https://worththeweightvintage.com/products/vintage-red-white-checked-pleated-skirt-6?variant=40723530088538,,
,,,Clothing ,Shorts ,Women ,TARA AND I,Shimmer Shorts with Elasticated Waist,"₹6,500",https://www.luxe.ajio.com/tara-and-i-shimmer-shorts-with-elasticated-waist/p/465543096_black,,
,,,Clothing ,SKIRT ,Women ,Autre Marque,Autre Marque Fila Skirt ,rs 7840.98,https://www.jolicloset.com/en/designers-women/autre-marque/womens-clothing/skirts/fila-skirt--196946,,
,,,Clothing ,Skirt ,Women ,MANGO ,MANGO Black & Navy Patterned A-Line Mini Skirt,Rs 3590,https://www.myntra.com/mailers/bottomwear/mango/mango-black-&-navy-patterned-a-line-mini-skirt/1910005/buy,,
,,,Clothing ,Skirt ,Women ,Madewell,The Layton Midi Slip Skirt,"₹10,337.00",https://www.madewell.com/the-layton-midi-slip-skirt-NL332.html,,
,,,Clothing ,Skirt ,Women ,zalando,leopard skirt zalando,"rs 8,354.69",https://www.lebfun.com/?product_id=110856578_40,,
,,,Clothing ,shorts ,Women ,CHKOKKO,Shorts Summer Cotton Kid Bermuda,"Rs 1,499",https://amzn.in/d/aL9h2ma,,
,,,Clothing ,SKIRT ,Women ,Freehand,Women Skirt,"Rs 1,849",https://amzn.in/d/cHdLnZg,,
,,,Clothing ,skirt,Women ,Alloaone,Alloaone Womens Denim Skirt Elastic Stretch Ankle Length Skinny Jeans Dress High Waist Fishtail Skirt ,Rs 6015,https://a.co/d/fbzwvhz,,
,,,Clothing ,Skirt ,Women ,SHEIN ,SHEIN Solid Ruffle Hem Satin Skirt,Rs 1313,https://m.shein.in/SHEIN-Solid-Ruffle-Hem-Satin-Skirt-p-7513327-cat-1732.html?ref=www&rep=dir&ret=m,,
,,,Clothing ,Skirt ,Women ,UEGEQU,High-Waisted Hollow-Out Lace Garter Belts,Rs 1420,https://www.walmart.com/ip/Can-t-Miss-Clearance-Women-s-Sexy-High-Waisted-Hollow-Out-Lace-Garter-Belts-Gifts-for-Women-3XL/5271043411?wmlspartner=wlpa&selectedSellerId=101039698,,
,,,Clothing ,Skirt ,Women ,BASE BLU,Women's midi SKIRT ,"Rs 12,938",https://www.baseblu.com/en/skirts/66259-skirt.html,,
,,,Clothing ,Shorts ,Women ,H&M Hennes & Mauritz,Sweatshirt shorts,Rs. 799.00,https://www2.hm.com/en_in/productpage.1195783003.html,,
,,,Clothing ,Shirt ,Men ,U.S. Polo Assn,Cotton Checked Casual Shirt ,₹ 2399.00,https://flyingmachine.nnnow.com/us-polo-assn-men-mustard-cotton-check-casual-shirt-K8YGV05BJES,,
,,,Clothing ,SHIRT ,men, Webric ,Men Solid Formal Black Shirt,"Rs 1,999",https://dl.flipkart.com/s/07iuxqNNNN,,
,,,Clothing ,shirt ,men ,YAOGRO,Cotton Linen Beach Shirts: Men's Casual Button Down Long Sleeve Loose Fit Dress Shirt with Pocket Tops,Rs 2171,https://a.co/d/5PpnY4h,,
,,,Clothing ,Skirt ,Men,H&M.,Denim skirt,"Rs. 2,699.00",https://www2.hm.com/en_in/productpage.1186360002.html,,
,,,Clothing ,skirt ,Women ,Baum und Pferdgarten,Jolette Skirt Pink Sequin,"19,123.06",https://www.iammorescarsdale.com/jolette-skirt-pink-sequin-s24.html,,
,,,Bags,Clutch ,WOMEN ,Allen Solly,Polyurethane Zipper Closure Women Casual Box Clutch,Rs 2599,https://www.shoppersstop.com/allen-solly-polyurethane-zipper-closure-women-casual-box-clutch/p-S23ASAHBGF5553,,
,,,Bags,handle bag ,women ,Gauge Machine ,Structured handle bag,"Rs 3,999",https://www.myntra.com/mailers/bags/gauge-machine/gauge-machine-structured-handheld-bag/26887548/buy,,
,,,Bags ,shoulder bag ,Women ,Mango .,Structured Sling bag,"Rs 2,699.",https://www.myntra.com/mailers/bags/mango/mango-structured-sling-bag/28197818/buy.,,
,,,bags ,Sling bag ,Women ,IRTH.,Structured Sling bag,"Rs 3,955",https://www.myntra.com/mailers/bags/irth/irth-solid-structured-sling-bag/27428254/buy,,
,,,Bags,Potli bag ,Women ,Beaumondeaccessories,Jezebelle Potli,"Rs. 8,500.00",https://beaumondeaccessories.com/products/jezebelle-potli,,
,,,Bags,Shoulder bag ..,women ,French Connection ,Textured sling bag ,Rs 3299,https://www.myntra.com/handbags/frenchconnection/french-connection-textured-sling-bag/24090854/buy,,
,,,Bags,Handle bag ,Women ,Mango,white structured handle bag  ,Rs 3690,https://www.myntra.com/handbags/mango/mango-white-structured-handheld-bag-with-non-detachable-strap/25256936/buy,,
,,,Bags,Shoulder bag ,Women ,forever 21,black solid shoulder bag,Rs 1799,https://www.myntra.com/handbags/forever-21/forever-21-black-solid-shoulder-bag/4287849/buy,,
,,,Bags,clutch ,women ,AANCHAL SAYAL,Silver Embroidery Candice Embellished Clutch,"₹10,900",https://www.azafashions.com/products/aanchal-sayal-candice-embellished-clutch/483830,,
,,,Bags,Shoulder Bag ,Women ,Dress berry ,Blue structured Sling bag ,Rs 2899,https://www.myntra.com/handbags/dressberry/dressberry-blue-pu-structured-sling-bag/26871356/buy,,
,,,Bags,Shoulder bag ,Women ,Street 9 ,Solid sling bag ,"Rs 2,699",https://www.myntra.com/handbags/street9/street-9-turquoise-blue--silver-toned-solid-sling-bag/13815286/buy,,
,,,Bags,Shoulder bag,women ,Sassora ,sling bag handbag .,Rs 4199,https://www.myntra.com/handbags/sassora/sassora-textured-leather-sling-bag-handbags/20995216/buy,,
,,,Bags,Shoulder bag,Women ,ANNE KLEIN ,STRUCTURED SHOULDER BAG ,"Rs 8,999",https://www.myntra.com/handbags/anne%2Bklein/anne-klein-structured-shoulder-bag/24748584/buy,,
,,,Bags,Shoulder bag ,Women ,Marks & Spencer ,Structured handle bag ,Rs 3999,https://www.myntra.com/handbags/marks26spencer/marks--spencer-structured-handheld-bag/25367036/buy,,
